token	type
royalblue (#442CEC)	color
darkolivegreen (#67442C)	color
darkslateblue (#2C44A7)	color
darkslategray (#2C2C44)	color
cadetblue (#44A8A8)	color
darkslateblue (#0D44A8)	color
sienna (#A84417)	color
darkkhaki (#B3A844)	color
forestgreen (#44A803)	color
darkslateblue (#4421A8)	color
peru (#BDA844)	color
cornflowerblue (#44A8F9)	color
darkslateblue (#442BA8)	color
darkorchid (#A844C7)	color
greenyellow (#A8EF44)	color
darkslateblue (#4435A8)	color
darkorchid (#A844D1)	color
yellowgreen (#A8E544)	color
seagreen (#3FA844)	color
mediumaquamarine (#44DBA8)	color
yellowgreen (#A8DB44)	color
limegreen (#44A83F)	color
turquoise (#44E5A8)	color
palevioletred (#D144A8)	color
brown (#A83544)	color
turquoise (#44EFA8)	color
mediumorchid (#C744A8)	color
brown (#A82B44)	color
sandybrown (#F9A844)	color
steelblue (#44A8BD)	color
brown (#A82144)	color
forestgreen (#03A844)	color
cadetblue (#44A8B3)	color
darkslateblue (#1744A8)	color
saddlebrown (#A8440D)	color
yellowgreen (#A8A844)	color
darkslategray (#442424)	color
saddlebrown (#734424)	color
royalblue (#2444C8)	color
brown (#792444)	color
darkslategray (#44241E)	color
darkslategray (#441C24)	color
crimson (#CE2444)	color
slateblue (#4424CA)	color
darkolivegreen (#447124)	color
darkslategray (#244422)	color
seagreen (#247544)	color
limegreen (#44C624)	color
darkslateblue (#244477)	color
midnightblue (#242044)	color
midnightblue (#1A2444)	color
limegreen (#44CC24)	color
limegreen (#24CC44)	color
darkslategray (#44241A)	color
darkslategray (#442024)	color
saddlebrown (#774424)	color
limegreen (#24C644)	color
darkolivegreen (#447524)	color
darkslategray (#224424)	color
seagreen (#247144)	color
crimson (#CA2444)	color
slateblue (#4424CE)	color
midnightblue (#241C44)	color
midnightblue (#1E2444)	color
darkslateblue (#442479)	color
chocolate (#C84424)	color
darkslategray (#244473)	color
darkslategray (#242444)	color
cadetblue (#44A0A0)	color
palevioletred (#D944A0)	color
indianred (#A04478)	color
seagreen (#40A044)	color
seagreen (#44A03A)	color
indigo (#4417A0)	color
peru (#DFA044)	color
cadetblue (#44A09A)	color
cadetblue (#44B6A0)	color
indianred (#A0447E)	color
greenyellow (#A0FB44)	color
darkslateblue (#4456A0)	color
sienna (#A0441D)	color
sienna (#A05C44)	color
sandybrown (#F5A044)	color
mediumaquamarine (#44BDA0)	color
yellowgreen (#A0BD44)	color
cornflowerblue (#44A0F5)	color
darkslateblue (#445CA0)	color
darkslateblue (#1D44A0)	color
sienna (#A05644)	color
turquoise (#44FBA0)	color
slateblue (#7E44A0)	color
yellowgreen (#A0B644)	color
yellowgreen (#9AA044)	color
cornflowerblue (#44A0DF)	color
brown (#A01744)	color
seagreen (#3AA044)	color
seagreen (#44A040)	color
slateblue (#7844A0)	color
darkorchid (#A044D9)	color
yellowgreen (#A0A044)	color
maroon (#441C1C)	color
darkolivegreen (#3F441C)	color
darkslategray (#1C4428)	color
midnightblue (#061C44)	color
midnightblue (#441C55)	color
maroon (#44121C)	color
crimson (#F01C44)	color
indigo (#441C6B)	color
limegreen (#44FC1C)	color
royalblue (#1C44DA)	color
seagreen (#1C8144)	color
limegreen (#44E61C)	color
royalblue (#1C44C4)	color
seagreen (#1C9744)	color
crimson (#D01C44)	color
limegreen (#44AE1C)	color
limegreen (#1CAE44)	color
slateblue (#441CD0)	color
forestgreen (#44971C)	color
firebrick (#C4441C)	color
limegreen (#1CE644)	color
darkolivegreen (#44811C)	color
chocolate (#DA441C)	color
limegreen (#1CFC44)	color
brown (#6B1C44)	color
blueviolet (#441CF0)	color
midnightblue (#1C1244)	color
darkslategray (#551C44)	color
maroon (#441C06)	color
darkslategray (#28441C)	color
darkslategray (#1C443F)	color
midnightblue (#1C1C44)	color
cadetblue (#449898)	color
darkorchid (#A44498)	color
darkorchid (#9844D9)	color
peru (#CD9844)	color
mediumseagreen (#449870)	color
indigo (#440D98)	color
forestgreen (#019844)	color
seagreen (#44983C)	color
darkslateblue (#444298)	color
sienna (#984436)	color
brown (#980744)	color
steelblue (#447698)	color
dimgray (#98446A)	color
yellowgreen (#98D344)	color
peru (#AA9844)	color
cadetblue (#449E98)	color
yellowgreen (#989E44)	color
steelblue (#4498AA)	color
mediumaquamarine (#44D398)	color
darkslateblue (#6A4498)	color
sienna (#987644)	color
indigo (#440798)	color
darkslateblue (#364498)	color
sienna (#984244)	color
seagreen (#3C9844)	color
forestgreen (#449801)	color
brown (#980D44)	color
olivedrab (#709844)	color
steelblue (#4498CD)	color
palevioletred (#D94498)	color
darkorchid (#9844A4)	color
yellowgreen (#989844)	color
maroon (#441414)	color
darkgreen (#0A4414)	color
midnightblue (#144489)	color
brown (#931444)	color
indigo (#44148B)	color
maroon (#440814)	color
midnightblue (#121444)	color
maroon (#44140C)	color
forestgreen (#448714)	color
darkslateblue (#144491)	color
seagreen (#148D44)	color
maroon (#440614)	color
darkgreen (#144410)	color
midnightblue (#140E44)	color
brown (#851444)	color
forestgreen (#448F14)	color
seagreen (#148F44)	color
indigo (#441485)	color
maroon (#440E14)	color
darkgreen (#104414)	color
midnightblue (#140644)	color
forestgreen (#448D14)	color
saddlebrown (#914414)	color
seagreen (#148744)	color
midnightblue (#0C1444)	color
maroon (#441412)	color
midnightblue (#140844)	color
brown (#8B1444)	color
indigo (#441493)	color
saddlebrown (#894414)	color
darkgreen (#14440A)	color
midnightblue (#141444)	color
cadetblue (#449090)	color
darkslateblue (#704490)	color
sienna (#90443A)	color
olivedrab (#5A9044)	color
steelblue (#4490A6)	color
indigo (#440390)	color
seagreen (#249044)	color
cornflowerblue (#4490DD)	color
mediumseagreen (#44CD90)	color
blueviolet (#9044ED)	color
brown (#901344)	color
cadetblue (#449690)	color
darkorchid (#9044B7)	color
sienna (#904A44)	color
olivedrab (#609044)	color
steelblue (#448090)	color
olivedrab (#908044)	color
seagreen (#449060)	color
darkslateblue (#444A90)	color
mediumvioletred (#B74490)	color
olivedrab (#909644)	color
indigo (#441390)	color
palevioletred (#ED4490)	color
yellowgreen (#90CD44)	color
peru (#DD9044)	color
forestgreen (#449024)	color
brown (#900344)	color
peru (#A69044)	color
seagreen (#44905A)	color
darkslateblue (#3A4490)	color
dimgray (#904470)	color
olivedrab (#909044)	color
maroon (#440C0C)	color
chocolate (#D6440C)	color
royalblue (#0C44EA)	color
midnightblue (#210C44)	color
indigo (#440CC2)	color
lawngreen (#44FE0C)	color
midnightblue (#350C44)	color
indigo (#440CAE)	color
maroon (#44120C)	color
darkslategray (#0C4449)	color
seagreen (#0C9944)	color
maroon (#44260C)	color
darkslategray (#0C445D)	color
seagreen (#0C8544)	color
midnightblue (#3A0C44)	color
darkolivegreen (#44710C)	color
seagreen (#0C7144)	color
midnightblue (#440C3A)	color
forestgreen (#44850C)	color
saddlebrown (#5D440C)	color
midnightblue (#0C2644)	color
forestgreen (#44990C)	color
darkolivegreen (#49440C)	color
midnightblue (#0C1244)	color
firebrick (#AE0C44)	color
midnightblue (#440C35)	color
springgreen (#0CFE44)	color
crimson (#C20C44)	color
maroon (#440C21)	color
orangered (#EA440C)	color
royalblue (#0C44D6)	color
midnightblue (#0C0C44)	color
cadetblue (#448888)	color
darkslateblue (#3C4488)	color
darkorchid (#88449A)	color
peru (#E78844)	color
royalblue (#4488DD)	color
mediumaquamarine (#44F988)	color
seagreen (#468844)	color
seagreen (#44887E)	color
darkslateblue (#445888)	color
darkorchid (#8844A5)	color
brown (#881F44)	color
mediumseagreen (#44B688)	color
saddlebrown (#884403)	color
yellowgreen (#88C144)	color
seagreen (#158844)	color
darkslateblue (#446288)	color
sienna (#886244)	color
forestgreen (#448815)	color
mediumseagreen (#44C188)	color
midnightblue (#034488)	color
yellowgreen (#88B644)	color
darkslateblue (#441F88)	color
mediumvioletred (#A54488)	color
sienna (#885844)	color
olivedrab (#7E8844)	color
seagreen (#448846)	color
greenyellow (#88F944)	color
peru (#DD8844)	color
royalblue (#4488E7)	color
mediumvioletred (#9A4488)	color
sienna (#88443C)	color
olivedrab (#888844)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
dimgray (#555555)	color
cadetblue (#55B0B0)	color
slateblue (#5555B0)	color
mediumorchid (#B055B2)	color
seagreen (#0EB055)	color
cornflowerblue (#55B0F8)	color
indigo (#550FB0)	color
mediumseagreen (#6BB055)	color
cadetblue (#55B09A)	color
steelblue (#556CB0)	color
mediumorchid (#B055C8)	color
indianred (#B03D55)	color
mediumaquamarine (#55CAB0)	color
sienna (#B05525)	color
yellowgreen (#B0E055)	color
mediumseagreen (#26B055)	color
steelblue (#5583B0)	color
peru (#B08355)	color
olivedrab (#55B026)	color
mediumaquamarine (#55E0B0)	color
steelblue (#2555B0)	color
darkkhaki (#B0CA55)	color
darkslateblue (#553DB0)	color
mediumorchid (#C855B0)	color
indianred (#B06C55)	color
darkkhaki (#9AB055)	color
mediumseagreen (#55B06B)	color
crimson (#B00F55)	color
sandybrown (#F8B055)	color
olivedrab (#55B00E)	color
mediumorchid (#B255B0)	color
indianred (#B05555)	color
darkkhaki (#B0B055)	color
maroon (#550B0B)	color
darkolivegreen (#54550B)	color
darkgreen (#0B550E)	color
crimson (#C60B55)	color
indigo (#550B9A)	color
limegreen (#55C90B)	color
purple (#800B55)	color
blueviolet (#550BDF)	color
olivedrab (#55830B)	color
darkslategray (#0B553B)	color
midnightblue (#0B2555)	color
saddlebrown (#553E0B)	color
royalblue (#0B55F5)	color
darkslategray (#0B6A55)	color
crimson (#F80B55)	color
olivedrab (#55B00B)	color
seagreen (#0BB055)	color
blueviolet (#550BF8)	color
darkolivegreen (#556A0B)	color
orangered (#F5550B)	color
darkslategray (#0B3E55)	color
maroon (#55250B)	color
darkolivegreen (#3B550B)	color
seagreen (#0B8355)	color
crimson (#DF0B55)	color
indigo (#550B80)	color
limegreen (#0BC955)	color
purple (#9A0B55)	color
darkviolet (#550BC6)	color
darkgreen (#0E550B)	color
darkslategray (#0B5554)	color
midnightblue (#0B0B55)	color
dimgray (#556666)	color
dimgray (#535566)	color
dimgray (#66556B)	color
dimgray (#7E6655)	color
darkolivegreen (#55663C)	color
dimgray (#558366)	color
sienna (#966655)	color
darkolivegreen (#556624)	color
mediumseagreen (#559A66)	color
slateblue (#6655AE)	color
purple (#660C55)	color
mediumseagreen (#55B266)	color
slateblue (#6655C5)	color
lightgreen (#66F555)	color
indianred (#CA6655)	color
mediumseagreen (#55DD66)	color
yellowgreen (#66DD55)	color
slateblue (#5566CA)	color
mediumseagreen (#55F566)	color
indianred (#C55566)	color
mediumseagreen (#66B255)	color
indigo (#550C66)	color
indianred (#AE5566)	color
olivedrab (#669A55)	color
darkslategray (#246655)	color
slategray (#556696)	color
dimgray (#668355)	color
darkslategray (#3C6655)	color
dimgray (#55667E)	color
dimgray (#6B5566)	color
dimgray (#665553)	color
dimgray (#666655)	color
mediumturquoise (#55C1C1)	color
slateblue (#5355C1)	color
mediumorchid (#C155C7)	color
mediumseagreen (#36C155)	color
mediumturquoise (#55C1DE)	color
slateblue (#553CC1)	color
darkkhaki (#ABC155)	color
mediumseagreen (#55C169)	color
mediumturquoise (#55B1C1)	color
chocolate (#C15520)	color
greenyellow (#C1F455)	color
slateblue (#5526C1)	color
palevioletred (#C15595)	color
peru (#C17F55)	color
yellowgreen (#9BC155)	color
indigo (#550AC1)	color
crimson (#C10A55)	color
mediumaquamarine (#55C19B)	color
steelblue (#557FC1)	color
darkorchid (#9555C1)	color
crimson (#C12655)	color
turquoise (#55F4C1)	color
royalblue (#2055C1)	color
darkkhaki (#C1B155)	color
mediumseagreen (#69C155)	color
mediumaquamarine (#55C1AB)	color
indianred (#C13C55)	color
sandybrown (#DEC155)	color
limegreen (#55C136)	color
mediumorchid (#C755C1)	color
indianred (#C15553)	color
darkkhaki (#C1C155)	color
maroon (#551C1C)	color
darkolivegreen (#52551C)	color
darkslategray (#1C5524)	color
crimson (#EF1C55)	color
indigo (#551C80)	color
lawngreen (#55F61C)	color
crimson (#C11C55)	color
darkslateblue (#551CAE)	color
limegreen (#55C81C)	color
darkslateblue (#1C5593)	color
limegreen (#1CDB55)	color
olivedrab (#559A1C)	color
darkslategray (#1C5565)	color
midnightblue (#1C0955)	color
purple (#6C1C55)	color
darkolivegreen (#55371C)	color
darkslategray (#1C3755)	color
indigo (#551C6C)	color
maroon (#55091C)	color
darkolivegreen (#65551C)	color
seagreen (#1C9A55)	color
limegreen (#55DB1C)	color
saddlebrown (#93551C)	color
limegreen (#1CC855)	color
brown (#AE1C55)	color
blueviolet (#551CC1)	color
springgreen (#1CF655)	color
purple (#801C55)	color
blueviolet (#551CEF)	color
darkgreen (#24551C)	color
darkslategray (#1C5552)	color
midnightblue (#1C1C55)	color
dimgray (#557777)	color
darkslateblue (#515577)	color
dimgray (#775580)	color
peru (#A77755)	color
darkolivegreen (#557722)	color
mediumseagreen (#55B077)	color
peru (#D67755)	color
royalblue (#5577F2)	color
mediumseagreen (#55DF77)	color
saddlebrown (#775506)	color
yellowgreen (#77C355)	color
indigo (#550E77)	color
darkolivegreen (#775535)	color
gray (#779455)	color
seagreen (#3E7755)	color
dimgray (#556477)	color
dimgray (#776455)	color
darkolivegreen (#55773E)	color
mediumseagreen (#559477)	color
darkslateblue (#355577)	color
purple (#770E55)	color
mediumseagreen (#55C377)	color
teal (#065577)	color
yellowgreen (#77DF55)	color
coral (#F27755)	color
royalblue (#5577D6)	color
yellowgreen (#77B055)	color
seagreen (#227755)	color
steelblue (#5577A7)	color
dimgray (#805577)	color
dimgray (#775551)	color
dimgray (#777755)	color
mediumturquoise (#55D2D2)	color
slateblue (#5055D2)	color
mediumorchid (#D255DD)	color
mediumseagreen (#5FD255)	color
mediumturquoise (#55D2C4)	color
royalblue (#5569D2)	color
sandybrown (#ECD255)	color
limegreen (#55D237)	color
turquoise (#55F6D2)	color
indianred (#D25578)	color
darkkhaki (#D2AB55)	color
steelblue (#5583D2)	color
chocolate (#D25505)	color
crimson (#D21E55)	color
limegreen (#0FD255)	color
cornflowerblue (#5591D2)	color
peru (#D29155)	color
limegreen (#55D20F)	color
blueviolet (#551ED2)	color
royalblue (#0555D2)	color
peru (#D28355)	color
cornflowerblue (#55ABD2)	color
slateblue (#7855D2)	color
greenyellow (#D2F655)	color
limegreen (#37D255)	color
mediumturquoise (#55D2EC)	color
indianred (#D26955)	color
darkkhaki (#C4D255)	color
mediumseagreen (#55D25F)	color
orchid (#DD55D2)	color
indianred (#D25550)	color
darkkhaki (#D2D255)	color
darkslategray (#552D2D)	color
darkolivegreen (#50552D)	color
darkslategray (#2D5539)	color
midnightblue (#172D55)	color
darkslateblue (#552D66)	color
darkslategray (#55232D)	color
midnightblue (#012D55)	color
darkslateblue (#552D7C)	color
maroon (#550D2D)	color
royalblue (#2D55EB)	color
seagreen (#2D9255)	color
limegreen (#55F72D)	color
royalblue (#2D55D5)	color
seagreen (#2DA855)	color
crimson (#E12D55)	color
limegreen (#55BF2D)	color
mediumseagreen (#2DBF55)	color
blueviolet (#552DE1)	color
olivedrab (#55A82D)	color
chocolate (#D5552D)	color
limegreen (#2DF755)	color
olivedrab (#55922D)	color
chocolate (#EB552D)	color
midnightblue (#2D0D55)	color
brown (#7C2D55)	color
saddlebrown (#552D01)	color
midnightblue (#2D2355)	color
dimgray (#662D55)	color
saddlebrown (#552D17)	color
darkolivegreen (#39552D)	color
darkslategray (#2D5550)	color
darkslategray (#2D2D55)	color
slategray (#558888)	color
darkslateblue (#4F5588)	color
gray (#885596)	color
peru (#D08855)	color
olivedrab (#558808)	color
mediumaquamarine (#55DD88)	color
seagreen (#178855)	color
steelblue (#5588C1)	color
darkslateblue (#552488)	color
dimgray (#88555E)	color
dimgray (#887A55)	color
slategray (#556B88)	color
slateblue (#8855A5)	color
brown (#883355)	color
peru (#B28855)	color
mediumaquamarine (#55EC88)	color
yellowgreen (#88EC55)	color
steelblue (#5588B2)	color
darkslateblue (#553388)	color
gray (#A55588)	color
dimgray (#886B55)	color
slategray (#557A88)	color
darkslateblue (#5E5588)	color
brown (#882455)	color
peru (#C18855)	color
olivedrab (#558817)	color
yellowgreen (#88DD55)	color
seagreen (#088855)	color
steelblue (#5588D0)	color
gray (#965588)	color
sienna (#88554F)	color
gray (#888855)	color
turquoise (#55E3E3)	color
royalblue (#4E55E3)	color
orchid (#E355F2)	color
yellowgreen (#88E355)	color
mediumaquamarine (#55E3AA)	color
cornflowerblue (#5597E3)	color
limegreen (#2CE355)	color
lawngreen (#55E306)	color
slateblue (#553BE3)	color
orchid (#E355D0)	color
indianred (#E36155)	color
turquoise (#55DFE3)	color
indianred (#E35575)	color
sandybrown (#E3BD55)	color
yellowgreen (#83E355)	color
blueviolet (#5519E3)	color
crimson (#E31955)	color
mediumaquamarine (#55E383)	color
mediumturquoise (#55BDE3)	color
mediumslateblue (#7555E3)	color
khaki (#E3DF55)	color
royalblue (#5561E3)	color
mediumorchid (#D055E3)	color
indianred (#E33B55)	color
springgreen (#06E355)	color
limegreen (#55E32C)	color
sandybrown (#E39755)	color
yellowgreen (#AAE355)	color
mediumaquamarine (#55E388)	color
orchid (#F255E3)	color
indianred (#E3554E)	color
khaki (#E3E355)	color
darkslategray (#553E3E)	color
darkolivegreen (#4D553E)	color
darkslategray (#3E554F)	color
darkslategray (#403E55)	color
darkslategray (#553E4C)	color
darkolivegreen (#55503E)	color
darkslategray (#413E55)	color
darkslategray (#553E4A)	color
darkolivegreen (#55523E)	color
darkslategray (#3E5543)	color
darkslategray (#3E4955)	color
darkolivegreen (#55533E)	color
darkslategray (#3E5544)	color
darkslategray (#3E4755)	color
darkslategray (#553E55)	color
darkolivegreen (#55463E)	color
darkslategray (#3E4655)	color
darkslategray (#553E55)	color
darkolivegreen (#55473E)	color
darkslategray (#44553E)	color
darkslategray (#3E5355)	color
darkolivegreen (#55493E)	color
darkslategray (#43553E)	color
darkslategray (#3E5255)	color
darkslategray (#4A3E55)	color
darkslategray (#553E41)	color
darkslategray (#3E5055)	color
darkslategray (#4C3E55)	color
darkslategray (#553E40)	color
darkolivegreen (#4F553E)	color
darkslategray (#3E554D)	color
darkslategray (#3E3E55)	color
cadetblue (#559999)	color
darkslateblue (#4D5599)	color
darkorchid (#9955AB)	color
sandybrown (#F89955)	color
cornflowerblue (#5599EE)	color
indigo (#550A99)	color
seagreen (#579955)	color
